SolarW,HouseW,BattW,GridW,BattCharge,SolarF,HouseF,BattF,GridF
3682,1708.9,-1970,0.31,97.03,60.12,60.12,60.16,60.12
3690.2,1732.9,-1950,0.36,97.03,60.12,60.12,60.16,60.12
3680,1696.7,-1980,0.53,97.03,60.12,60.12,60.16,60.12
3665.3,1728,-1970,0.15,97.04,60.12,60.12,60.16,60.12
3675.6,1682.8,-1980,0.29,97.04,60.12,60.12,60.16,60.12
3690.8,1748.5,-1960,0.42,97.04,60.12,60.12,60.17,60.12
3683.2,1690.3,-2010,0.16,97.04,60.12,60.12,60.17,60.12
3671.5,1716.3,-1940,0.22,97.04,60.12,60.12,60.17,60.12
3679,1682.5,-1940,0.17,97.05,60.12,60.12,60.19,60.12
3694.2,1717.6,-1980,0.58,97.05,60.12,60.12,60.19,60.12
3678.6,1685.2,-1970,0.53,97.05,60.18,60.18,60.19,60.18
3670.7,1718.9,-1980,0.39,97.05,60.18,60.18,60.19,60.18
3684.4,1695,-1930,0.22,97.05,60.18,60.18,60.19,60.18
3689.2,1721.6,-1970,0.45,97.05,60.18,60.18, 60.2,60.18
3688.3,1721.2,-1970,0.28,97.05,60.18,60.18,60.21,60.18
3674.4,1719.2,-1960,0.34,97.05,60.18,60.18,60.21,60.18
3679.7,1689.9,-1960,0.42,97.05,60.18,60.18,60.21,60.18
3690.4,1737.5,-1960,0.31,97.05,60.18,60.18,60.21,60.18
3683.3,1700.3,-1980,0.19,97.05,60.18,60.18,60.21,60.18
3660.7,1709.9,-1970,0.42,97.05,60.18,60.18,60.21,60.18
3674.4,1691.7,-1960,0.39,97.05,60.18,60.18,60.21,60.18
3698.2,1726.4,-1980,0.45,97.05,60.18,60.18,60.22,60.18
3675.6,1664.8,-2030,0.34,97.05,60.18,60.18,60.23,60.18
3655.3,1612.3,-2050,0.34,97.06,60.18,60.18,60.23,60.18
3699.6,1671.5,-2040,0.58,97.06,60.18,60.18,60.24,60.18
3682.7,1618.1,-2050,0.36,97.06,60.18,60.18,60.24,60.18
3670.7,1659.4,-1990,0.31,97.06,60.18,60.18,60.25,60.18
3695.7,1693.2,-2030,0.33,97.06,60.18,60.18,60.25,60.18
3691.9,1691.7,-1980,0.36,97.06,60.18,60.18,60.25,60.18
3670,1699.2,-2050,0.39,97.06,60.18,60.18,60.25,60.18
3692.9,1687.1,-1990,0.26,97.06,60.18,60.18,60.25,60.18
3691.3,1686.2,-2020,0.34,97.07,60.18,60.18,60.26,60.18
3672.3,1664.9,-2030,0.44,97.07,60.24,60.24,60.26,60.24
3698,1664.7,-2020,0.34,97.07,60.24,60.24,60.26,60.24
3690.3,1647.8,-2020,0.23,97.07,60.24,60.24,60.26,60.24
3674.4,1719,-1990,0.31,97.07,60.24,60.24,60.27,60.24
3704.4,1718.5,-1960,0.3,97.07,60.24,60.24,60.28,60.24
3681.9,1717.1,-1950,0.28,97.07,60.24,60.24,60.28,60.24
3676.7,1699.6,-1930,0.45,97.07,60.24,60.24,60.28,60.24
3701.8,1771.8,-1930,0.28,97.07,60.24,60.24,60.28,60.24
3669.8,1699.7,-1990,0.33,97.07,60.24,60.24,60.28,60.24
3687.2,1667.2,-1990,0.28,97.08,60.24,60.24,60.28,60.24
3698.4,1713.5,-2010,0.3,97.08,60.24,60.24,60.28,60.24
3664.9,1681.1,-2050,0.36,97.08,60.24,60.24,60.28,60.24
3701.8,1591.5,-2200,0.17,97.08,60.24,60.24,60.29,60.24
3683.9,1471.7,-2210,-0.02,97.08, 60.3, 60.3, 60.3, 60.3
3678.6,1461,-2140,0.15,97.08, 60.3, 60.3,60.31, 60.3
3701.9,1578.5,-2150,0.14,97.08, 60.3, 60.3,60.32, 60.3
3673.2,1523.4,-2170,-0.05,97.08, 60.3, 60.3,60.32, 60.3
3700.7,1564.2,-2110,0.09,97.08, 60.3, 60.3,60.32, 60.3
3678.8,1572.8,-2130,0.23,97.08, 60.3, 60.3,60.32, 60.3
3692.1,1473.2,-2220,-0.05,97.08, 60.3, 60.3,60.32, 60.3
3699.6,1481,-2230,-0.08,97.08, 60.3, 60.3,60.33, 60.3
3674.2,1438.9,-2260,0.15,97.09, 60.3, 60.3,60.34, 60.3
3709.6,1481,-2220,0.28,97.09, 60.3, 60.3,60.35, 60.3
3673.9,1471.9,-2200,0.17,97.09, 60.3, 60.3,60.35, 60.3
3709.5,1481.6,-2210,0.26,97.09, 60.3, 60.3,60.35, 60.3
3683.6,1493,-2130,0.07,97.09, 60.3, 60.3,60.35, 60.3
3698.7,1507,-2160,-0.03,97.09, 60.3, 60.3,60.36, 60.3
3677.2,1516.7,-2200,0.28,97.09, 60.3, 60.3,60.38, 60.3
3709.8,1468.9,-2190,0,97.09, 60.3, 60.3,60.38, 60.3
3672.2,1499.1,-2240,0.14,97.09, 60.3, 60.3,60.39, 60.3
3718.6,1515.2,-2190,0.26,97.09, 60.3, 60.3,60.39, 60.3
3672.1,1495.1,-2230,0.17,97.09, 60.3, 60.3,60.39, 60.3
3717.2,1478.8,-2220,-0.02,97.09, 60.3, 60.3,60.39, 60.3
3674.8,1481.3,-2250,0.03,97.09, 60.3, 60.3,60.41, 60.3
3711,1502,-2210,0.08,97.09, 60.3, 60.3,60.42, 60.3
3684,1454.7,-2210,0.05, 97.1, 60.3, 60.3,60.42, 60.3
3711.3,1497.7,-2220,0.12, 97.1, 60.3, 60.3,60.42, 60.3
3683.7,1439.3,-2240,0.09, 97.1, 60.3, 60.3,60.42, 60.3
3723.2,1477,-2240,0.06, 97.1,60.42,60.42,60.43,60.42
3670.9,1469,-2260,0.14, 97.1,60.42,60.42,60.44,60.42
5.77,1439.1,1450,0.72,97.12,60.42,60.42,60.36,60.42
5.32,1427.4,1410,0.47,97.12,60.42,60.42,60.35,60.42
6.37,1419.2,1400,0.64,97.12,60.42,60.42,60.34,60.42
6.29,1455,1420,0.86,97.12,60.42,60.42,60.33,60.42
5.32,1418.5,1410,0.39,97.12,60.42,60.42,60.32,60.42
6.09,1386.9,1400,0.53,97.12,60.42,60.42,60.31,60.42
6.01,1400.6,1350,0.58,97.12,60.42,60.42, 60.3,60.42
6.48,1390.5,1360,0.78,97.12,60.42,60.42,60.29,60.42
6.12,1354.2,1380,0.67,97.12,60.42,60.42,60.28,60.42
5.27,1375.1,1380,0.55,97.12,60.42,60.42,60.27,60.42
5.47,1399.7,1400,0.5,97.12,60.42,60.42,60.26,60.42
6.48,1376.4,1340,0.64,97.12,60.42,60.42,60.25,60.42
6.15,1382.2,1380,0.67,97.12,60.24,60.24,60.24,60.24
5.38,1382.5,1350,0.59,97.12,60.24,60.24,60.24,60.24
5.52,1371.3,1340,0.64,97.12,60.24,60.24,60.23,60.24
6.59,1408.6,1410,0.58,97.12,60.24,60.24,60.22,60.24
6.21,1379,1370,0.61,97.12,60.24,60.24,60.21,60.24
5.73,1403.8,1390,0.61,97.12,60.24,60.24,60.21,60.24
5.9,1386.6,1370,0.66,97.12,60.24,60.24, 60.2,60.24
6.12,1400,1400,0.69,97.12,60.24,60.24,60.19,60.24
6.67,1365.7,1360,0.7,97.12,60.24,60.24,60.18,60.24
6.2,1383.9,1410,0.64,97.12,60.24,60.24,60.17,60.24
5.79,1415.9,1400,0.48,97.12,60.24,60.24,60.17,60.24
5.88,1386.6,1380,0.61,97.12,60.24,60.24,60.16,60.24
6.45,1396.7,1380,0.61,97.11,60.24,60.24,60.15,60.24
6.29,1396.3,1410,0.5,97.11,60.18,60.18,60.15,60.18
5.52,1422.1,1440,0.58,97.11,60.18,60.18,60.15,60.18
-1.54,1393.5,1380,0.53,97.11,60.18,60.18,60.15,60.18
-0.74,1384.1,1390,0.69,97.11,60.18,60.18,60.15,60.18
-0.74,1380,1360,0.53,97.11,60.18,60.18,60.14,60.18
-1.56,1346.1,1370,0.47,97.11,60.18,60.18,60.13,60.18
-1.68,1404,1410,0.58,97.11,60.18,60.18,60.12,60.18
-1.18,1393.5,1390,0.8,97.11,60.18,60.18,60.12,60.18
-0.5,1386.8,1370,0.61,97.11,60.18,60.18,60.12,60.18
-1.04,1371.9,1380,0.63,97.11,60.18,60.18,60.11,60.18
-1.64,1385.6,1410,0.5, 97.1,60.18,60.18, 60.1,60.18
-1.51,1410.7,1410,0.47, 97.1,60.18,60.18, 60.1,60.18
-0.85,1374.3,1360,0.55, 97.1,60.12,60.12, 60.1,60.12
-0.61,1350.9,1380,0.53, 97.1,60.12,60.12, 60.1,60.12
-1.76,1384.3,1390,0.53, 97.1,60.12,60.12, 60.1,60.12
-1.87,1371.8,1380,0.72, 97.1,60.12,60.12, 60.1,60.12
-1.48,1398.8,1380,0.47, 97.1,60.12,60.12,60.08,60.12
-0.38,1374.9,1390,0.75, 97.1,60.12,60.12,60.08,60.12
-0.9,1369.6,1380,0.58, 97.1,60.12,60.12,60.07,60.12
-1.49,1374.8,1370,0.39, 97.1,60.12,60.12,60.07,60.12
-1.57,1372.4,1360,0.53, 97.1,60.12,60.12,60.07,60.12
-0.96,1394.3,1380,0.66, 97.1,60.12,60.12,60.07,60.12
-0.36,1384.3,1370,0.61, 97.1,60.12,60.12,60.07,60.12
-1.38,1402.3,1420,0.42, 97.1,60.12,60.12,60.07,60.12
-1.56,1406.5,1400,0.61, 97.1,60.12,60.12,60.07,60.12
-1.4,1416.5,1440,0.74, 97.1,60.06,60.06,60.07,60.06
-0.63,1428.7,1420,0.8, 97.1,60.06,60.06,60.06,60.06
-0.66,1408.2,1380,0.64, 97.1,60.06,60.06,60.06,60.06
-1.45,1408.6,1400,0.58, 97.1,60.06,60.06,60.06,60.06
-1.84,1384.7,1360,0.64, 97.1,60.06,60.06,60.06,60.06
6.2,1406.8,1410,0.69, 97.1,60.06,60.06,60.06,60.06
6.84,1403.7,1380,0.66, 97.1,60.06,60.06,60.06,60.06
6.23,1387.8,1380,0.48, 97.1,60.06,60.06,60.06,60.06
5.73,1425.5,1410,0.66, 97.1,60.06,60.06,60.05,60.06
6.09,1393.7,1350,0.67, 97.1,60.06,60.06,60.05,60.06
6.42,1395.1,1390,0.5,97.09,60.06,60.06,60.05,60.06
6.79,1395.8,1390,0.39,97.09,60.06,60.06,60.05,60.06
6.2,1422.5,1410,0.58,97.09,60.06,60.06,60.05,60.06
6.02,1402,1390,0.78,97.09,60.06,60.06,60.05,60.06
6.23,1409.7,1400,0.58,97.09,60.06,60.06,60.05,60.06
6.23,1385.5,1390,0.67,97.09,60.06,60.06,60.05,60.06
5.49,1398.4,1380,0.42,97.09,60.06,60.06,60.05,60.06
5.77,1379.5,1380,0.63,97.09,60.06,60.06,60.05,60.06
6.51,1407.7,1410,0.33,97.09,60.06,60.06,60.05,60.06
6.9,1456.1,1430,0.56,97.09,60.06,60.06,60.05,60.06
6.09,1430.5,1420,0.28,97.09,60.06,60.06,60.05,60.06
5.88,1428.1,1420,0.78,97.08,60.06,60.06,60.05,60.06
6.29,1426.8,1420,0.72,97.08,60.06,60.06,60.04,60.06
6.95,1405.9,1420,0.53,97.08,60.06,60.06,60.03,60.06
6.35,1419.5,1400,0.48,97.08,60.06,60.06,60.03,60.06
5.95,1417.2,1410,0.53,97.08,60.06,60.06,60.03,60.06
6.15,1427.6,1400,0.72,97.08,60.06,60.06,60.03,60.06
6.78,1411.6,1420,0.5,97.08,60.06,60.06,60.03,60.06
6.72,1415.6,1390,0.42,97.08,60.06,60.06,60.03,60.06
5.84,1449.5,1430,0.61,97.08,60.06,60.06,60.03,60.06
5.87,1442.5,1440,0.5,97.08,60.06,60.06,60.03,60.06
6.37,1434.9,1430,0.63,97.08,60.06,60.06,60.03,60.06
7.17,1462.5,1480,0.77,97.08,60.06,60.06,60.04,60.06
6.4,1428.1,1430,0.61,97.08,60.06,60.06,60.04,60.06
6.07,1435.1,1390,0.64,97.08,60.06,60.06,60.03,60.06
6.2,1423.6,1400,0.69,97.08,60.06,60.06,60.03,60.06
7,1386.9,1360,0.52,97.08,60.06,60.06,60.03,60.06
6.78,1389.8,1380,0.64,97.08,   60,   60,60.03,   60
5.93,1391.4,1340,0.67,97.08,   60,   60,60.03,   60
5.85,1380.7,1390,0.66,97.08,   60,   60,60.03,   60
6.86,1370.1,1370,0.77,97.07,   60,   60,60.03,   60
6.65,1387.4,1410,0.5,97.07,   60,   60,60.03,   60
6.01,1410.4,1420,0.67,97.07,   60,   60,60.03,   60
5.82,1482.8,1510,0.39,97.07,   60,   60,60.03,   60
6.12,1528.7,1530,0.5,97.07,   60,   60,60.03,   60
7.13,1516.2,1510,0.78,97.07,   60,   60,60.03,   60
6.7,1494.6,1470,0.56,97.07,   60,   60,60.03,   60
5.91,1450.1,1460,0.57,97.07,   60,   60,60.03,   60
5.96,1447.1,1440,0.2,97.07,   60,   60,60.03,   60
6.78,1402.4,1400,0.53,97.07,   60,   60,60.03,   60
6.92,1444.3,1430,0.59,97.07,60.06,60.06,60.03,60.06
6.18,1454.4,1450,0.39,97.06,60.06,60.06,60.03,60.06
6.2,1442.7,1440,0.72,97.06,60.06,60.06,60.03,60.06
6.65,1479,1540,0.67,97.06,60.06,60.06,60.03,60.06
7.14,1556.8,1550,0.34,97.06,60.06,60.06,60.03,60.06
6.2,1551.3,1550,0.64,97.06,60.06,60.06,60.03,60.06
6.07,1553.1,1530,0.39,97.06,60.06,60.06,60.03,60.06
6.78,1556.6,1560,0.42,97.06,60.06,60.06,60.03,60.06
7.01,1566,1570,0.7,97.06,60.06,60.06,60.03,60.06
6.51,1551.3,1530,0.47,97.06,60.06,60.06,60.03,60.06
5.96,1552.5,1550,0.39,97.06,60.06,60.06,60.03,60.06
6.1,1557.4,1560,0.31,97.06,   60,   60,60.03,   60
7.14,1553.3,1520,0.5,97.06,   60,   60,60.03,   60
6.75,1567.9,1560,0.44,97.06,   60,   60,60.03,   60
5.8,1555.1,1550,0.55,97.05,   60,   60,60.03,   60
6.23,1542.2,1540,0.64,97.05,   60,   60,60.03,   60
6.7,1548.4,1560,0.5,97.05,   60,   60,60.03,   60
7.05,1530.4,1540,0.42,97.05,   60,   60,60.03,   60
6.48,1538.5,1550,0.47,97.05,   60,   60,60.03,   60
6.07,1570.4,1560,0.7,97.05,   60,   60,60.03,   60
6.18,1587.5,1610,0.2,97.05,   60,   60,60.03,   60
6.75,1637.2,1640,0.34,97.05,   60,   60,60.03,   60
6.86,1630.5,1630,0.31,97.05,   60,   60,60.03,   60
6.07,1635.8,1620,0.39,97.05,   60,   60,60.03,   60
5.74,1618.7,1600,0.25,97.05,   60,   60,60.03,   60
6.4,1597.7,1590,0.42,97.04,60.06,60.06,60.03,60.06
7.01,1598.3,1580,0.34,97.04,60.06,60.06,60.03,60.06
6.51,1524.4,1530,0.47,97.04,60.06,60.06,60.03,60.06
5.9,1510.5,1490,0.37,97.04,60.06,60.06,60.03,60.06
6.07,1554.6,1580,0.41,97.04,60.06,60.06,60.03,60.06
6.7,1559.5,1550,0.5,97.04,60.06,60.06,60.03,60.06
7.09,1562.3,1560,0.53,97.04,60.06,60.06,60.03,60.06
6.4,1538.8,1500,0.61,97.04,60.06,60.06,60.03,60.06
5.93,1495.4,1510,0.5,97.03,60.06,60.06,60.03,60.06
6.29,1531.3,1520,0.45,97.03,60.06,60.06,60.03,60.06
7.23,1506.1,1500,0.61,97.03,60.06,60.06,60.03,60.06
7.06,1531.4,1550,0.64,97.03,60.06,60.06,60.03,60.06
6.07,1540.3,1520,0.33,97.03,60.06,60.06,60.03,60.06
6.01,1511.3,1480,0.42,97.03,   60,   60,60.03,   60
6.54,1495.5,1590,0.28,97.03,   60,   60,60.03,   60
7.23,1604.4,1590,0.58,97.03,   60,   60,60.03,   60
6.81,1610.6,1620,0.22,97.03,   60,   60,60.03,   60
6.12,1584.6,1560,0.45,97.03,   60,   60,60.03,   60
6.07,1587,1580,0.39,97.03,   60,   60,60.03,   60
6.84,1569.8,1580,0.66,97.03,   60,   60,60.02,   60
7.38,1592,1590,0.39,97.02,   60,   60,60.02,   60
6.65,1520,1480,0.56,97.02,   60,   60,60.02,   60
5.96,1528.5,1510,0.53,97.02,   60,   60,60.02,   60
6.2,1486.2,1380,0.74,97.02,   60,   60,60.02,   60
6.92,1376.5,1370,0.58,97.02,   60,   60,60.02,   60
6.95,1382.5,1360,0.77,97.02,   60,   60,60.01,   60
6.09,1433.9,1420,0.54,97.02,   60,   60,60.01,   60
5.85,1440.3,1420,0.47,97.02,   60,   60,60.02,   60
6.26,1452.5,1440,0.37,97.02,   60,   60,60.02,   60
7.31,1561,1550,0.52,97.02,   60,   60,60.01,   60
6.64,1533.2,1530,0.42,97.02,   60,   60,60.01,   60
5.96,1550.2,1540,0.5,97.02,   60,   60,60.02,   60
6.34,1538.2,1510,0.42,97.02,   60,   60,60.02,   60
6.89,1494.7,1460,0.44,97.02,   60,   60,60.02,   60
7.09,1481.5,1450,0.72,97.02,   60,   60,60.02,   60
6.48,1635,1620,0.5,96.99,60.06,60.06,60.03,60.06
6.07,1587.9,1590,0.53,96.99,60.06,60.06,60.03,60.06
5.99,1567.7,1580,0.2,96.99,60.06,60.06,60.03,60.06
6.7,1572.1,1520,0.39,96.99,60.06,60.06,60.03,60.06
7.27,1534.5,1530,0.55,96.99,60.06,60.06,60.03,60.06
6.2,1514.9,1500,0.61,96.99,60.06,60.06,60.03,60.06
6.07,1538.8,1540,0.66,96.98,60.06,60.06,60.03,60.06
6.45,1535.6,1530,0.56,96.98,   60,   60,60.03,   60
7.19,1488.3,1470,0.5,96.98,   60,   60,60.03,   60
6.76,1487.6,1480,0.75,96.98,   60,   60,60.03,   60
6.07,1463.6,1430,0.61,96.98,   60,   60,60.03,   60
6.35,1459.1,1460,0.61,96.98,   60,   60,60.02,   60
6.89,1452.6,1440,0.31,96.98,   60,   60,60.02,   60
7.01,1459.9,1460,0.41,96.98,   60,   60,60.02,   60
6.56,1447.5,1430,0.55,96.98,   60,   60,60.02,   60
6.2,1492,1500,0.53,96.98,   60,   60,60.02,   60
6.59,1483.2,1430,0.69,96.98,   60,   60,60.02,   60
7.22,1434.9,1440,0.36,96.98,   60,   60,60.02,   60
6.7,1437.4,1430,0.47,96.98,   60,   60,60.02,   60
6.12,1454.7,1450,0.5,96.97,   60,   60,60.02,   60
6.06,1415.6,1400,0.61,96.97,   60,   60,60.02,   60
6.62,1414.8,1420,0.61,96.97,   60,   60,60.02,   60
7.06,1404.2,1400,0.58,96.97,   60,   60,60.02,   60
6.56,1398.3,1410,0.61,96.97,   60,   60,60.02,   60
5.9,1412.1,1420,0.74,96.97,   60,   60,60.02,   60
6.1,1417.5,1400,0.59,96.97,   60,   60,60.02,   60
6.46,1427.2,1440,0.52,96.97,   60,   60,60.02,   60
7.22,1432.3,1420,0.42,96.97,   60,   60,60.02,   60
6.73,1430.5,1420,0.8,96.97,   60,   60,60.02,   60
6.18,1435.3,1420,0.64,96.97,   60,   60,60.02,   60
6.37,1426.6,1430,0.37,96.97,   60,   60,60.02,   60
6.97,1460,1470,0.72,96.96,   60,   60,60.02,   60
7.14,1446.7,1430,0.34,96.96,   60,   60,60.02,   60
6.24,1446.8,1460,0.66,96.96,   60,   60,60.02,   60
6.31,1451.2,1440,0.69,96.96,60.06,60.06,60.02,60.06
6.81,1467.8,1460,0.47,96.96,60.06,60.06,60.02,60.06
7.22,1484.5,1470,0.42,96.96,60.06,60.06,60.02,60.06
6.56,1467.2,1440,0.41,96.96,60.06,60.06,60.02,60.06
6.28,1468,1460,0.53,96.96,60.06,60.06,60.02,60.06
6.24,1442.6,1430,0.61,96.96,60.06,60.06,60.02,60.06
6.92,1470,1470,0.58,96.96,60.06,60.06,60.02,60.06
7.06,1446.6,1430,0.53,96.96,60.06,60.06,60.02,60.06
6.45,1458.6,1470,0.39,96.96,60.06,60.06,60.02,60.06
6.04,1425.6,1400,0.58,96.95,60.06,60.06,60.02,60.06
6.75,1414.8,1420,0.44,96.95,60.06,60.06,60.02,60.06
7.39,1439,1460,0.49,96.95,60.06,60.06,60.02,60.06
6.56,1444.6,1430,0.63,96.95,   60,   60,60.02,   60
6.01,1427,1440,0.42,96.95,   60,   60,60.02,   60
6.24,1464.3,1470,0.42,96.95,   60,   60,60.02,   60
7.12,1458.2,1450,0.63,96.95,   60,   60,60.02,   60
7,1437.2,1440,0.44,96.95,   60,   60,60.02,   60
6.4,1441.8,1420,0.48,96.95,   60,   60,60.02,   60
6.09,1445.9,1430,0.58,96.95,   60,   60,60.01,   60
6.42,1408,1410,0.66,96.95,   60,   60,60.01,   60
7.22,1421.7,1410,0.52,96.95,   60,   60,60.01,   60
6.87,1423.2,1440,0.63,96.95,   60,   60,60.02,   60
6.15,1455.3,1490,0.49,96.95,   60,   60,60.01,   60
6.2,1475.2,1450,0.53,96.95,   60,   60,   60,   60
6.67,1490.7,1480,0.55,96.95,   60,   60,   60,   60
7.25,1473.1,1440,0.47,96.95,   60,   60,   60,   60
6.56,1408.6,1390,0.61,96.94,   60,   60,   60,   60
6.04,1426.7,1420,0.45,96.94,   60,   60,   60,   60
6.34,1389.2,1380,0.47,96.94,   60,   60,   60,   60
7.03,1361.9,1390,0.67,96.94,   60,   60,   60,   60
7.08,1378.7,1370,0.56,96.94,   60,   60,   60,   60
6.4,1386.7,1380,0.5,96.94,   60,   60,   60,   60
6.04,1413.6,1420,0.61,96.93,   60,   60,   60,   60
6.67,1436.6,1430,0.63,96.93,   60,   60,   60,   60
7.47,1419.4,1420,0.86,96.93,   60,   60,   60,   60
6.59,1456.9,1480,0.56,96.93,   60,   60,   60,   60
6.04,1465.9,1440,0.42,96.93,   60,   60,   60,   60
6.18,1429,1430,0.66,96.93,   60,   60,   60,   60
6.81,1454.3,1480,0.44,96.93,   60,   60,   60,   60
6.97,1460.7,1450,0.52,96.93,   60,   60,   60,   60
6.29,1457.1,1420,0.53,96.93,   60,   60,   60,   60
6.29,1475.1,1460,0.39,96.93,   60,   60,   60,   60
6.26,1444.3,1420,0.53,96.93,   60,   60,   60,   60
7.17,1438.8,1420,0.47,96.93,   60,   60,   60,   60
6.84,1406.7,1410,0.72,96.93,   60,   60,   60,   60
6.04,1406.3,1400,0.25,96.93,   60,   60,   60,   60
6.23,1429.6,1410,0.42,96.93,   60,   60,   60,   60
7.03,1416.3,1400,0.55,96.93,   60,   60,   60,   60
7.2,1431.3,1400,0.58,96.93,   60,   60,   60,   60
6.4,1403.5,1340,0.72,96.93,   60,   60,   60,   60
6.09,1334.3,1330,0.86,96.93,   60,   60,   60,   60
6.48,1329.1,1310,0.61,96.93,   60,   60,   60,   60
7.17,1328.9,1320,0.61,96.92,   60,   60,   60,   60
7.06,1356.4,1350,0.7,96.92,   60,   60,   60,   60
6.06,1404.4,1370,0.75,96.92,   60,   60,   60,   60
6.24,1401.1,1420,0.55,96.92,   60,   60,   60,   60
6.62,1406.3,1360,0.78,96.92,   60,   60,   60,   60
7.41,1395.1,1390,0.55,96.92,   60,   60,   60,   60
6.18,1411.7,1400,0.7,96.92,   60,   60,   60,   60
6.24,1389.9,1390,0.56,96.92,   60,   60,   60,   60
6.92,1403.7,1390,0.58,96.92,   60,   60,   60,   60
7.11,1379.3,1400,0.67,96.92,   60,   60,   60,   60
6.12,1427.2,1410,0.56,96.91,   60,   60,   60,   60
6.26,1423.1,1420,0.69,96.91,59.94,59.94,   60,59.94
7.05,1423.8,1440,0.48,96.91,59.94,59.94,   60,59.94
7.14,1427,1390,0.58,96.91,59.94,59.94,   60,59.94
6.4,1413.1,1410,0.61,96.91,59.94,59.94,   60,59.94
6.29,1435.6,1420,0.5,96.91,59.94,59.94,   60,59.94
6.78,1412.5,1410,0.61,96.91,59.94,59.94,   60,59.94
7.41,1438.4,1450,0.41,96.91,59.94,59.94,   60,59.94
6.84,1414.8,1380,0.45,96.91,59.94,59.94,   60,59.94
6.23,1567.9,1560,0.39,96.91,59.94,59.94,   60,59.94
6.4,1561.8,1590,0.56,96.91,59.94,59.94,   60,59.94
7.06,1510.3,1460,0.61,96.91,59.94,59.94,   60,59.94
7.33,1468.3,1500,0.56,96.91,59.94,59.94,   60,59.94
6.54,1480.6,1510,0.72,96.91,   60,   60,   60,   60
6.34,1483.9,1490,0.36,96.91,   60,   60,   60,   60
6.59,1491.7,1450,0.63,96.91,   60,   60,   60,   60
7,1473,1450,0.67,96.91,   60,   60,   60,   60
6.79,1478.4,1470,0.53,96.91,   60,   60,   60,   60
6.1,1472,1460,0.58, 96.9,   60,   60,   60,   60
6.48,1454.4,1410,0.39, 96.9,   60,   60,   60,   60
7.11,1402.9,1380,0.74, 96.9,   60,   60,   60,   60
7.31,1392.2,1400,0.44, 96.9,   60,   60,   60,   60
6.78,1400.9,1380,0.44, 96.9,   60,   60,   60,   60
6.12,1399.6,1400,0.55, 96.9,   60,   60,   60,   60
6.64,1389,1380,0.75, 96.9,   60,   60,   60,   60
7.22,1397.6,1380,0.44, 96.9,   60,   60,   60,   60
7.33,1393,1400,0.55, 96.9,   60,   60,   60,   60
6.45,1463.6,1460,0.31, 96.9,   60,   60,   60,   60
6.29,1461.9,1440,0.39, 96.9,   60,   60,   60,   60
6.75,1437.4,1400,0.61, 96.9,   60,   60,   60,   60
7.52,1426.6,1430,0.94, 96.9,   60,   60,   60,   60
6.9,1420.2,1410,0.66, 96.9,   60,   60,   60,   60
6.15,1436.5,1400,0.61,96.89,   60,   60,   60,   60
6.37,1439.3,1460,0.5,96.89,   60,   60,   60,   60
7.19,1448.7,1440,0.72,96.89,   60,   60,   60,   60
7.41,1446.2,1410,0.64,96.89,   60,   60,   60,   60
6.48,1398.6,1400,0.45,96.89,   60,   60,   60,   60
6.29,1406,1390,0.66,96.89,   60,   60,   60,   60
6.76,1402.7,1410,0.69,96.89,   60,   60,   60,   60
7.36,1410.9,1400,0.61,96.89,   60,   60,   60,   60
6.92,1395,1380,0.64,96.89,   60,   60,   60,   60
6.31,1414.7,1400,0.54,96.89,   60,   60,   60,   60
6.37,1429.7,1420,0.69,96.89,   60,   60,   60,   60
6.97,1436,1450,0.61,96.89,   60,   60,   60,   60
7.64,1443.7,1410,0.72,96.89,   60,   60,   60,   60
6.86,1410.3,1360,0.77,96.89,   60,   60,   60,   60
6.34,1384.4,1350,0.67,96.89,   60,   60,   60,   60
6.39,1359.2,1350,0.75,96.89,   60,   60,   60,   60
7.14,1385.5,1380,0.61,96.89,   60,   60,   60,   60
7.2,1372,1360,0.72,96.89,   60,   60,   60,   60
6.35,1391.3,1390,0.48,96.89,   60,   60,   60,   60
6.4,1402.2,1360,0.48,96.89,   60,   60,   60,   60
6.87,1383.3,1400,0.97,96.89,59.94,59.94,   60,59.94
7.36,1387,1350,0.67,96.89,59.94,59.94,   60,59.94
7.09,1372.5,1390,0.89,96.89,59.94,59.94,   60,59.94
6.4,1394.3,1400,0.58,96.88,59.94,59.94,   60,59.94
6.29,1383.7,1370,0.56,96.88,59.94,59.94,   60,59.94
6.92,1404.7,1400,0.72,96.88,59.94,59.94,   60,59.94
7.52,1375.7,1360,0.75,96.88,59.94,59.94,   60,59.94
7.11,1367.6,1370,0.72,96.88,59.94,59.94,   60,59.94
6.35,1385.7,1390,0.72,96.88,59.94,59.94,   60,59.94
6.45,1382.8,1360,0.69,96.88,59.94,59.94,   60,59.94
7.12,1420.9,1410,0.72,96.88,59.94,59.94,   60,59.94
7.55,1432.3,1430,0.53,96.88,59.94,59.94,   60,59.94
6.37,1427.5,1420,0.64,96.88,59.94,59.94,   60,59.94
6.34,1460.8,1450,0.59,96.88,   60,   60,   60,   60
6.92,1417.8,1420,0.83,96.88,   60,   60,   60,   60
7.52,1481.2,1480,0.66,96.88,   60,   60,   60,   60
6.76,1479.7,1450,0.47,96.88,   60,   60,   60,   60
6.46,1489.9,1480,0.67,96.88,   60,   60,   60,   60
6.32,1477.4,1500,0.56,96.88,   60,   60,   60,   60
